InvoiceID,Date,Product,Category,Gender,Brand,StoreID,StoreName,Region,Latitude,Longitude,UnitsSold,ListPrice,DiscountPct,NetUnitPrice,GrossSales,NetSales,MarginPct,MarginValue,IsPromo,PromoType,Budget,Year,RetailYear,RetailWeek,RetailWeekStart,RetailWeekEnd,RetailWeekLabel
INV101365,2025-02-15,NorthPeak Backpacks Best,Backpacks,Unisex,NorthPeak,S020,East Outlet 20,East,53.16545,0.733785,6,71.35,0.0,71.35,428.1,428.1,0.4,171.24,False,,458.07,2025,2025,3,2025-02-09,2025-02-15,RY2025-W03
INV101366,2025-05-08,TrailPro Backpacks Operation,Backpacks,Unisex,TrailPro,S016,East Outlet 16,East,52.869356,0.972581,7,55.71,0.3047303338150913,38.73,389.97,271.11,0.16716179971094522,45.32,True,Clearance,290.99,2025,2025,15,2025-05-04,2025-05-10,RY2025-W15
INV101367,2024-08-17,RegattaX Jackets Water,Jackets,Women,RegattaX,S012,South Outlet 12,South,50.876986,-0.226394,2,92.5,0.0,92.5,185.0,185.0,0.45,83.25,False,,177.36,2024,2024,29,2024-08-11,2024-08-17,RY2024-W29
INV101368,2025-06-19,TrailPro Backpacks Strategy,Backpacks,Women,TrailPro,S008,West Outlet 8,West,51.96868,-3.074396,3,59.16,0.0,59.16,177.48,196.74,0.5,98.37,False,,211.2,2025,2025,21,2025-06-15,2025-06-21,RY2025-W21
INV101369,2025-09-09,NorthPeak Trousers Factor,Trousers,Men,NorthPeak,S012,South Outlet 12,South,50.876986,-0.226394,2,110.7,0.19523409054904203,89.09,221.4,178.18,0.3328595456705748,59.31,True,Bundle,191.12,2025,2025,33,2025-09-07,2025-09-13,RY2025-W33
INV101370,2024-06-06,RegattaX Footwear Short,Footwear,Women,RegattaX,S019,East Outlet 19,East,52.995857,0.545018,5,119.47,0.0,119.47,597.35,597.35,0.45,268.81,False,,584.03,2024,2024,19,2024-06-02,2024-06-08,RY2024-W19
INV101371,2024-04-17,RegattaX Trousers Do,Trousers,Men,RegattaX,S020,East Outlet 20,East,53.16545,0.733785,3,68.37,0.0,68.37,205.11,205.11,0.5,102.56,False,,221.49,2024,2024,12,2024-04-14,2024-04-20,RY2024-W12
INV101372,2025-02-06,SummitGear Footwear Black,Footwear,Women,SummitGear,S013,South Outlet 13,South,51.356685,-0.035065,1,63.94,0.0,63.94,63.94,63.94,0.4,25.58,False,,68.41,2025,2025,2,2025-02-02,2025-02-08,RY2025-W02
INV101373,2024-01-14,NorthPeak Footwear Director,Footwear,Unisex,NorthPeak,S015,West Outlet 15,West,52.144758,-3.335596,1,74.54,0.0,74.54,74.54,74.54,0.5,37.27,False,,71.24,2024,2023,51,2024-01-14,2024-01-20,RY2023-W51
INV101374,2025-05-15,TrailPro Backpacks Better,Backpacks,Unisex,TrailPro,S004,East Outlet 4,East,52.437484,1.36487,3,48.36,0.0,48.36,145.08,145.08,0.5,72.54,False,,154.1,2025,2025,16,2025-05-11,2025-05-17,RY2025-W16
INV101375,2024-11-12,TrailPro Shirts Spend,Shirts,Men,TrailPro,S010,North Outlet 10,North,54.316189,-2.004592,2,42.57,0.0,42.57,85.14,85.14,0.45,38.31,False,,85.31,2024,2024,42,2024-11-10,2024-11-16,RY2024-W42
INV101376,2025-01-27,RegattaX Jackets When,Jackets,Men,RegattaX,S020,East Outlet 20,East,53.16545,0.733785,1,150.08,0.0,150.08,150.08,196.63,0.45,88.48,False,,211.85,2025,2024,53,2025-01-26,2025-02-01,RY2024-W53
INV101377,2024-04-06,RegattaX Jackets Outside,Jackets,Unisex,RegattaX,S017,South Outlet 17,South,51.354924,-0.002759,1,115.81,0.31773964473782595,79.01,115.81,79.01,0.20935621315730446,16.54,True,Clearance,81.33,2024,2024,10,2024-03-31,2024-04-06,RY2024-W10
INV101378,2024-08-08,SummitGear Trousers Sometimes,Trousers,Men,SummitGear,S014,West Outlet 14,West,51.901584,-2.500866,3,111.17,0.0,111.17,333.51,333.51,0.4,133.4,False,,348.67,2024,2024,28,2024-08-04,2024-08-10,RY2024-W28
INV101379,2024-09-27,TrailPro Shirts Top,Shirts,Unisex,TrailPro,S020,East Outlet 20,East,53.16545,0.733785,6,27.26,0.0,27.26,163.56,163.56,0.5,81.78,False,,168.71,2024,2024,35,2024-09-22,2024-09-28,RY2024-W35
INV101380,2024-09-04,NorthPeak Backpacks Join,Backpacks,Men,NorthPeak,S007,East Outlet 7,East,52.791487,0.283097,6,71.49,0.0,71.49,428.94,428.94,0.35,150.13,False,,410.33,2024,2024,32,2024-09-01,2024-09-07,RY2024-W32
INV101381,2024-07-11,UrbanClimb Shirts Themselves,Shirts,Unisex,UrbanClimb,S001,North Outlet 1,North,54.256098,-2.12639,6,42.63,0.0,42.63,255.78,288.78,0.5,144.39,False,,287.19,2024,2024,24,2024-07-07,2024-07-13,RY2024-W24
INV101382,2025-04-17,NorthPeak Jackets Television,Jackets,Unisex,NorthPeak,S005,East Outlet 5,East,53.289188,0.311624,1,186.52,0.0,186.52,186.52,186.52,0.5,93.26,False,,190.13,2025,2025,12,2025-04-13,2025-04-19,RY2025-W12
INV101383,2025-04-08,TrailPro Trousers Wear,Trousers,Unisex,TrailPro,S017,South Outlet 17,South,51.354924,-0.002759,4,87.21,0.0,87.21,348.84,348.84,0.45,156.98,False,,369.45,2025,2025,11,2025-04-06,2025-04-12,RY2025-W11
INV101384,2024-03-31,NorthPeak Jackets Pattern,Jackets,Women,NorthPeak,S020,East Outlet 20,East,53.16545,0.733785,5,161.28,0.27023992783875805,117.7,806.4,588.5,0.18785604329674516,110.55,True,Bundle,551.02,2024,2024,10,2024-03-31,2024-04-06,RY2024-W10
INV101385,2024-06-09,TrailPro Trousers Series,Trousers,Unisex,TrailPro,S007,East Outlet 7,East,52.791487,0.283097,2,82.52,0.0,82.52,165.04,165.04,0.35,57.76,False,,170.16,2024,2024,20,2024-06-09,2024-06-15,RY2024-W20
INV101386,2025-07-27,SummitGear Jackets Voice,Jackets,Unisex,SummitGear,S001,North Outlet 1,North,54.256098,-2.12639,1,193.91,0.0,193.91,193.91,193.91,0.4,77.56,False,,198.64,2025,2025,27,2025-07-27,2025-08-02,RY2025-W27
INV101387,2025-10-08,UrbanClimb Footwear Meeting,Footwear,Unisex,UrbanClimb,S001,North Outlet 1,North,54.256098,-2.12639,5,76.25,0.0,76.25,381.25,381.25,0.45,171.56,False,,407.94,2025,2025,37,2025-10-05,2025-10-11,RY2025-W37
INV101388,2025-11-28,TrailPro Jackets Feeling,Jackets,Men,TrailPro,S017,South Outlet 17,South,51.354924,-0.002759,3,171.76,0.0,171.76,515.28,714.19,0.35,249.97,False,,730.47,2025,2025,44,2025-11-23,2025-11-29,RY2025-W44
INV101389,2024-05-03,RegattaX Footwear Beat,Footwear,Women,RegattaX,S001,North Outlet 1,North,54.256098,-2.12639,4,106.13,0.0,106.13,424.52,424.52,0.5,212.26,False,,450.31,2024,2024,14,2024-04-28,2024-05-04,RY2024-W14
INV101390,2025-07-31,RegattaX Backpacks Hard,Backpacks,Unisex,RegattaX,S016,East Outlet 16,East,52.869356,0.972581,8,91.91,0.28451054155966315,65.76,735.28,581.55,0.22929367506420215,133.35,True,Bundle,588.06,2025,2025,27,2025-07-27,2025-08-02,RY2025-W27
INV101391,2024-10-07,SummitGear Shirts Occur,Shirts,Men,SummitGear,S019,East Outlet 19,East,52.995857,0.545018,5,27.72,0.25031471731334,20.78,138.6,103.9,0.199811169611996,20.76,True,Bundle,102.24,2024,2024,37,2024-10-06,2024-10-12,RY2024-W37
INV101392,2024-04-10,SummitGear Trousers National,Trousers,Unisex,SummitGear,S020,East Outlet 20,East,53.16545,0.733785,4,54.89,0.0,54.89,219.56,219.56,0.4,87.82,False,,208.66,2024,2024,11,2024-04-07,2024-04-13,RY2024-W11
INV101393,2024-02-21,TrailPro Jackets Realize,Jackets,Men,TrailPro,S005,East Outlet 5,East,53.289188,0.311624,4,161.48,0.0,161.48,645.92,723.1,0.5,361.55,False,,779.4,2024,2024,4,2024-02-18,2024-02-24,RY2024-W04
INV101394,2024-11-20,UrbanClimb Backpacks Fire,Backpacks,Men,UrbanClimb,S012,South Outlet 12,South,50.876986,-0.226394,6,58.68,0.0,58.68,352.08,352.08,0.45,158.44,False,,362.68,2024,2024,43,2024-11-17,2024-11-23,RY2024-W43
INV101395,2025-06-17,SummitGear Footwear Huge,Footwear,Unisex,SummitGear,S011,East Outlet 11,East,53.36734,1.009986,1,121.91,0.0,121.91,121.91,121.91,0.35,42.67,False,,131.34,2025,2025,21,2025-06-15,2025-06-21,RY2025-W21
INV101396,2024-10-08,RegattaX Trousers Hand,Trousers,Unisex,RegattaX,S009,East Outlet 9,East,52.576008,1.241113,2,131.57,0.0,131.57,263.14,334.32,0.45,150.44,False,,335.93,2024,2024,37,2024-10-06,2024-10-12,RY2024-W37
INV101397,2025-06-05,TrailPro Jackets Whole,Jackets,Men,TrailPro,S004,East Outlet 4,East,52.437484,1.36487,3,139.24,0.0,139.24,417.72,417.72,0.4,167.09,False,,431.4,2025,2025,19,2025-06-01,2025-06-07,RY2025-W19
INV101398,2025-01-22,NorthPeak Footwear Bad,Footwear,Unisex,NorthPeak,S005,East Outlet 5,East,53.289188,0.311624,4,68.47,0.0,68.47,273.88,273.88,0.35,95.86,False,,279.6,2025,2024,52,2025-01-19,2025-01-25,RY2024-W52
INV101399,2025-07-31,RegattaX Backpacks Party,Backpacks,Unisex,RegattaX,S014,West Outlet 14,West,51.901584,-2.500866,2,71.75,0.0,71.75,143.5,160.57,0.35,56.2,False,,163.96,2025,2025,27,2025-07-27,2025-08-02,RY2025-W27
INV101400,2025-03-08,NorthPeak Footwear Bit,Footwear,Men,NorthPeak,S008,West Outlet 8,West,51.96868,-3.074396,1,134.83,0.0,134.83,134.83,134.83,0.45,60.67,False,,144.18,2025,2025,6,2025-03-02,2025-03-08,RY2025-W06
INV101401,2024-11-05,NorthPeak Trousers Stop,Trousers,Men,NorthPeak,S008,West Outlet 8,West,51.96868,-3.074396,3,95.94,0.0,95.94,287.82,329.53,0.35,115.34,False,,307.88,2024,2024,41,2024-11-03,2024-11-09,RY2024-W41
INV101402,2025-04-01,TrailPro Jackets Painting,Jackets,Women,TrailPro,S004,East Outlet 4,East,52.437484,1.36487,4,147.23,0.0,147.23,588.92,588.92,0.45,265.01,False,,649.53,2025,2025,10,2025-03-30,2025-04-05,RY2025-W10
INV101403,2025-08-05,UrbanClimb Jackets Interview,Jackets,Women,UrbanClimb,S003,East Outlet 3,East,52.906079,1.411492,3,155.57,0.0,155.57,466.71,466.71,0.5,233.35,False,,486.43,2025,2025,28,2025-08-03,2025-08-09,RY2025-W28
INV101404,2024-02-02,NorthPeak Jackets Perhaps,Jackets,Unisex,NorthPeak,S003,East Outlet 3,East,52.906079,1.411492,2,76.96,0.0,76.96,153.92,174.09,0.45,78.34,False,,164.81,2024,2024,1,2024-02-01,2024-02-03,RY2024-W01
INV101405,2024-07-06,NorthPeak Trousers Tax,Trousers,Men,NorthPeak,S011,East Outlet 11,East,53.36734,1.009986,1,68.3,0.0,68.3,68.3,68.3,0.45,30.73,False,,69.0,2024,2024,23,2024-06-30,2024-07-06,RY2024-W23
INV101406,2025-02-10,RegattaX Footwear Story,Footwear,Women,RegattaX,S002,South Outlet 2,South,50.953742,-0.244922,1,72.2,0.0,72.2,72.2,72.2,0.5,36.1,False,,75.01,2025,2025,3,2025-02-09,2025-02-15,RY2025-W03
INV101407,2025-09-09,TrailPro Shirts Notice,Shirts,Women,TrailPro,S014,West Outlet 14,West,51.901584,-2.500866,5,54.25,0.0,54.25,271.25,271.25,0.45,122.06,False,,272.12,2025,2025,33,2025-09-07,2025-09-13,RY2025-W33
INV101408,2025-03-30,NorthPeak Shirts For,Shirts,Unisex,NorthPeak,S003,East Outlet 3,East,52.906079,1.411492,5,40.0,0.0,40.0,200.0,200.0,0.5,100.0,False,,209.61,2025,2025,10,2025-03-30,2025-04-05,RY2025-W10
INV101409,2024-01-26,UrbanClimb Shirts Meet,Shirts,Women,UrbanClimb,S009,East Outlet 9,East,52.576008,1.241113,2,62.65,0.0,62.65,125.3,125.3,0.4,50.12,False,,133.07,2024,2023,52,2024-01-21,2024-01-27,RY2023-W52
INV101410,2024-01-01,SummitGear Shirts Participant,Shirts,Men,SummitGear,S001,North Outlet 1,North,54.256098,-2.12639,2,21.58,0.0,21.58,43.16,43.16,0.5,21.58,False,,46.09,2024,2023,49,2023-12-31,2024-01-06,RY2023-W49
INV101411,2025-12-20,UrbanClimb Backpacks News,Backpacks,Unisex,UrbanClimb,S016,East Outlet 16,East,52.869356,0.972581,2,68.84,0.0,68.84,137.68,137.68,0.45,61.96,False,,145.9,2025,2025,47,2025-12-14,2025-12-20,RY2025-W47
INV101412,2025-06-13,SummitGear Backpacks Side,Backpacks,Men,SummitGear,S020,East Outlet 20,East,53.16545,0.733785,2,89.66,0.0,89.66,179.32,189.28,0.45,85.18,False,,205.72,2025,2025,20,2025-06-08,2025-06-14,RY2025-W20
INV101413,2024-08-02,NorthPeak Footwear Student,Footwear,Men,NorthPeak,S014,West Outlet 14,West,51.901584,-2.500866,5,124.65,0.0,124.65,623.25,623.25,0.4,249.3,False,,606.15,2024,2024,27,2024-07-28,2024-08-03,RY2024-W27
INV101414,2025-05-02,TrailPro Jackets Thus,Jackets,Unisex,TrailPro,S018,South Outlet 18,South,51.486848,0.111979,1,99.58,0.0,99.58,99.58,99.58,0.4,39.83,False,,107.73,2025,2025,14,2025-04-27,2025-05-03,RY2025-W14
INV101415,2024-11-20,UrbanClimb Backpacks Person,Backpacks,Women,UrbanClimb,S006,East Outlet 6,East,53.088162,0.417446,3,51.68,0.0,51.68,155.04,155.04,0.5,77.52,False,,149.04,2024,2024,43,2024-11-17,2024-11-23,RY2024-W43
INV101416,2024-06-15,UrbanClimb Backpacks Short,Backpacks,Men,UrbanClimb,S001,North Outlet 1,North,54.256098,-2.12639,7,34.92,0.3463498236796868,22.83,244.44,206.2,0.1421901057921879,29.32,True,Clearance,211.98,2024,2024,20,2024-06-09,2024-06-15,RY2024-W20
INV101417,2024-04-03,TrailPro Trousers Maybe,Trousers,Unisex,TrailPro,S008,West Outlet 8,West,51.96868,-3.074396,2,115.07,0.18327810349457274,93.98,230.14,187.96,0.24003313790325634,45.12,True,Seasonal,183.6,2024,2024,10,2024-03-31,2024-04-06,RY2024-W10
INV101418,2024-09-19,UrbanClimb Shirts Power,Shirts,Men,UrbanClimb,S017,South Outlet 17,South,51.354924,-0.002759,5,31.7,0.0,31.7,158.5,158.5,0.35,55.47,False,,161.61,2024,2024,34,2024-09-15,2024-09-21,RY2024-W34
INV101419,2024-12-27,NorthPeak Footwear Thought,Footwear,Men,NorthPeak,S016,East Outlet 16,East,52.869356,0.972581,5,141.97,0.0,141.97,709.85,709.85,0.5,354.93,False,,715.76,2024,2024,48,2024-12-22,2024-12-28,RY2024-W48
INV101420,2024-12-17,TrailPro Footwear Produce,Footwear,Men,TrailPro,S009,East Outlet 9,East,52.576008,1.241113,2,103.99,0.0,103.99,207.98,207.98,0.35,72.79,False,,194.16,2024,2024,47,2024-12-15,2024-12-21,RY2024-W47
INV101421,2025-10-25,UrbanClimb Shirts Long,Shirts,Men,UrbanClimb,S001,North Outlet 1,North,54.256098,-2.12639,6,24.35,0.0,24.35,146.1,146.1,0.5,73.05,False,,151.86,2025,2025,39,2025-10-19,2025-10-25,RY2025-W39
INV101422,2024-08-26,TrailPro Jackets Actually,Jackets,Men,TrailPro,S004,East Outlet 4,East,52.437484,1.36487,4,142.49,0.0,142.49,569.96,569.96,0.35,199.49,False,,572.89,2024,2024,31,2024-08-25,2024-08-31,RY2024-W31
INV101423,2024-11-09,NorthPeak Jackets Note,Jackets,Men,NorthPeak,S017,South Outlet 17,South,51.354924,-0.002759,5,113.79,0.23639197403331078,86.89,568.95,502.05,0.3081648155800135,154.71,True,Seasonal,505.47,2024,2024,41,2024-11-03,2024-11-09,RY2024-W41
INV101424,2024-07-28,UrbanClimb Trousers Drug,Trousers,Women,UrbanClimb,S013,South Outlet 13,South,51.356685,-0.035065,2,122.83,0.0,122.83,245.66,245.66,0.45,110.55,False,,253.23,2024,2024,27,2024-07-28,2024-08-03,RY2024-W27
INV101425,2025-01-25,TrailPro Trousers Last,Trousers,Women,TrailPro,S016,East Outlet 16,East,52.869356,0.972581,3,103.98,0.0,103.98,311.94,377.32,0.4,150.93,False,,417.37,2025,2024,52,2025-01-19,2025-01-25,RY2024-W52
INV101426,2024-03-10,SummitGear Jackets Music,Jackets,Women,SummitGear,S018,South Outlet 18,South,51.486848,0.111979,2,184.21,0.34542605103594426,120.58,368.42,241.16,0.14274436937843343,34.42,True,Flash,240.97,2024,2024,7,2024-03-10,2024-03-16,RY2024-W07
INV101427,2024-02-24,UrbanClimb Jackets Within,Jackets,Unisex,UrbanClimb,S003,East Outlet 3,East,52.906079,1.411492,3,120.54,0.0,120.54,361.62,501.5,0.45,225.68,False,,479.24,2024,2024,4,2024-02-18,2024-02-24,RY2024-W04
INV101428,2024-02-09,UrbanClimb Backpacks Recent,Backpacks,Men,UrbanClimb,S014,West Outlet 14,West,51.901584,-2.500866,4,40.52,0.0,40.52,162.08,162.08,0.4,64.83,False,,158.24,2024,2024,2,2024-02-04,2024-02-10,RY2024-W02
INV101429,2024-10-28,TrailPro Trousers Relate,Trousers,Women,TrailPro,S008,West Outlet 8,West,51.96868,-3.074396,2,77.36,0.0,77.36,154.72,186.02,0.4,74.41,False,,200.39,2024,2024,40,2024-10-27,2024-11-02,RY2024-W40
INV101430,2025-07-12,SummitGear Trousers Collection,Trousers,Men,SummitGear,S012,South Outlet 12,South,50.876986,-0.226394,1,78.96,0.0,78.96,78.96,78.96,0.35,27.64,False,,86.8,2025,2025,24,2025-07-06,2025-07-12,RY2025-W24
INV101431,2025-10-14,TrailPro Jackets Stage,Jackets,Women,TrailPro,S020,East Outlet 20,East,53.16545,0.733785,1,113.52,0.26683666014577523,83.23,113.52,103.17,0.18989800391253484,19.59,True,Clearance,107.75,2025,2025,38,2025-10-12,2025-10-18,RY2025-W38
INV101432,2024-01-09,UrbanClimb Shirts Start,Shirts,Women,UrbanClimb,S020,East Outlet 20,East,53.16545,0.733785,3,56.09,0.0,56.09,168.27,168.27,0.45,75.72,False,,173.48,2024,2023,50,2024-01-07,2024-01-13,RY2023-W50
INV101433,2025-02-17,SummitGear Trousers Save,Trousers,Women,SummitGear,S009,East Outlet 9,East,52.576008,1.241113,1,77.64,0.23137606440384084,59.68,77.64,71.97,0.3111743613576955,22.4,True,Flash,78.28,2025,2025,4,2025-02-16,2025-02-22,RY2025-W04
INV101434,2025-05-12,NorthPeak Jackets Hot,Jackets,Unisex,NorthPeak,S004,East Outlet 4,East,52.437484,1.36487,1,144.59,0.11437915006477437,128.05,144.59,128.05,0.4313725099611354,55.24,True,Seasonal,134.82,2025,2025,16,2025-05-11,2025-05-17,RY2025-W16
INV101435,2024-10-07,TrailPro Jackets Particularly,Jackets,Unisex,TrailPro,S003,East Outlet 3,East,52.906079,1.411492,1,162.84,0.0,162.84,162.84,204.85,0.45,92.18,False,,198.72,2024,2024,37,2024-10-06,2024-10-12,RY2024-W37
INV101436,2025-06-27,RegattaX Trousers True,Trousers,Women,RegattaX,S013,South Outlet 13,South,51.356685,-0.035065,1,72.94,0.0,72.94,72.94,72.94,0.45,32.82,False,,79.17,2025,2025,22,2025-06-22,2025-06-28,RY2025-W22
INV101437,2024-09-26,NorthPeak Trousers Ability,Trousers,Men,NorthPeak,S019,East Outlet 19,East,52.995857,0.545018,1,78.93,0.0,78.93,78.93,78.93,0.45,35.52,False,,79.24,2024,2024,35,2024-09-22,2024-09-28,RY2024-W35
INV101438,2025-04-28,NorthPeak Shirts Also,Shirts,Men,NorthPeak,S001,North Outlet 1,North,54.256098,-2.12639,3,68.09,0.0,68.09,204.27,204.27,0.35,71.49,False,,227.95,2025,2025,14,2025-04-27,2025-05-03,RY2025-W14
INV101439,2024-08-30,UrbanClimb Trousers Capital,Trousers,Men,UrbanClimb,S007,East Outlet 7,East,52.791487,0.283097,1,106.87,0.0,106.87,106.87,106.87,0.5,53.44,False,,99.15,2024,2024,31,2024-08-25,2024-08-31,RY2024-W31
INV101440,2025-11-04,SummitGear Footwear Individual,Footwear,Women,SummitGear,S010,North Outlet 10,North,54.316189,-2.004592,5,89.42,0.0,89.42,447.1,447.1,0.5,223.55,False,,488.43,2025,2025,41,2025-11-02,2025-11-08,RY2025-W41
INV101441,2024-01-29,NorthPeak Footwear Decade,Footwear,Women,NorthPeak,S010,North Outlet 10,North,54.316189,-2.004592,4,133.25,0.0,133.25,533.0,533.0,0.35,186.55,False,,521.31,2024,2023,53,2024-01-28,2024-02-03,RY2023-W53
INV101442,2025-10-30,SummitGear Trousers Authority,Trousers,Women,SummitGear,S015,West Outlet 15,West,52.144758,-3.335596,4,65.73,0.0,65.73,262.92,351.2,0.4,140.48,False,,349.24,2025,2025,40,2025-10-26,2025-11-01,RY2025-W40
INV101443,2024-10-16,RegattaX Trousers Pay,Trousers,Men,RegattaX,S020,East Outlet 20,East,53.16545,0.733785,4,65.7,0.0,65.7,262.8,330.48,0.45,148.72,False,,327.07,2024,2024,38,2024-10-13,2024-10-19,RY2024-W38
INV101444,2025-06-21,NorthPeak Backpacks Generation,Backpacks,Women,NorthPeak,S013,South Outlet 13,South,51.356685,-0.035065,4,38.71,0.181525865982825,31.68,154.84,153.77,0.241084480410305,37.07,True,Bundle,167.1,2025,2025,21,2025-06-15,2025-06-21,RY2025-W21
INV101445,2024-02-02,NorthPeak Backpacks Direction,Backpacks,Women,NorthPeak,S013,South Outlet 13,South,51.356685,-0.035065,2,54.79,0.0,54.79,109.58,109.58,0.5,54.79,False,,110.65,2024,2024,1,2024-02-01,2024-02-03,RY2024-W01
INV101446,2025-05-09,RegattaX Backpacks Hear,Backpacks,Women,RegattaX,S005,East Outlet 5,East,53.289188,0.311624,3,95.12,0.0,95.12,285.36,285.36,0.5,142.68,False,,294.32,2025,2025,15,2025-05-04,2025-05-10,RY2025-W15
INV101447,2024-03-29,NorthPeak Jackets Project,Jackets,Women,NorthPeak,S008,West Outlet 8,West,51.96868,-3.074396,1,132.92,0.0,132.92,132.92,132.92,0.45,59.81,False,,131.87,2024,2024,9,2024-03-24,2024-03-30,RY2024-W09
INV101448,2025-01-30,UrbanClimb Footwear Would,Footwear,Women,UrbanClimb,S008,West Outlet 8,West,51.96868,-3.074396,5,130.56,0.19331341606124167,105.32,652.8,526.6,0.23401195036325498,123.23,True,Flash,551.47,2025,2024,53,2025-01-26,2025-02-01,RY2024-W53
INV101449,2025-12-05,RegattaX Backpacks Despite,Backpacks,Women,RegattaX,S012,South Outlet 12,South,50.876986,-0.226394,3,88.99,0.0,88.99,266.97,266.97,0.45,120.14,False,,273.52,2025,2025,45,2025-11-30,2025-12-06,RY2025-W45
INV101450,2024-04-06,SummitGear Backpacks Manager,Backpacks,Women,SummitGear,S006,East Outlet 6,East,53.088162,0.417446,6,59.81,0.0,59.81,358.86,358.86,0.45,161.49,False,,336.76,2024,2024,10,2024-03-31,2024-04-06,RY2024-W10
INV101451,2024-04-08,SummitGear Shirts Suffer,Shirts,Women,SummitGear,S019,East Outlet 19,East,52.995857,0.545018,2,34.66,0.0,34.66,69.32,69.32,0.5,34.66,False,,74.72,2024,2024,11,2024-04-07,2024-04-13,RY2024-W11
INV101452,2024-01-07,TrailPro Jackets Speak,Jackets,Men,TrailPro,S013,South Outlet 13,South,51.356685,-0.035065,2,206.35,0.0,206.35,412.7,487.75,0.45,219.49,False,,491.53,2024,2023,50,2024-01-07,2024-01-13,RY2023-W50
INV101453,2025-10-04,SummitGear Jackets Anyone,Jackets,Men,SummitGear,S005,East Outlet 5,East,53.289188,0.311624,1,97.8,0.0,97.8,97.8,133.96,0.45,60.28,False,,143.88,2025,2025,36,2025-09-28,2025-10-04,RY2025-W36
INV101454,2025-07-25,TrailPro Backpacks Compare,Backpacks,Men,TrailPro,S007,East Outlet 7,East,52.791487,0.283097,3,31.15,0.0,31.15,93.45,98.81,0.5,49.41,False,,104.19,2025,2025,26,2025-07-20,2025-07-26,RY2025-W26
INV101455,2025-04-27,NorthPeak Footwear Color,Footwear,Women,NorthPeak,S015,West Outlet 15,West,52.144758,-3.335596,5,153.09,0.0,153.09,765.45,765.45,0.4,306.18,False,,830.0,2025,2025,14,2025-04-27,2025-05-03,RY2025-W14
INV101456,2025-10-01,TrailPro Shirts Little,Shirts,Unisex,TrailPro,S006,East Outlet 6,East,53.088162,0.417446,5,46.96,0.0,46.96,234.8,234.8,0.5,117.4,False,,250.25,2025,2025,36,2025-09-28,2025-10-04,RY2025-W36
INV101457,2025-12-04,RegattaX Trousers Indeed,Trousers,Men,RegattaX,S018,South Outlet 18,South,51.486848,0.111979,3,58.48,0.0,58.48,175.44,202.05,0.5,101.03,False,,213.43,2025,2025,45,2025-11-30,2025-12-06,RY2025-W45
INV101458,2025-09-17,TrailPro Shirts Summer,Shirts,Men,TrailPro,S020,East Outlet 20,East,53.16545,0.733785,3,19.09,0.0,19.09,57.27,57.27,0.35,20.04,False,,60.3,2025,2025,34,2025-09-14,2025-09-20,RY2025-W34
INV101459,2025-01-18,SummitGear Footwear Traditional,Footwear,Women,SummitGear,S002,South Outlet 2,South,50.953742,-0.244922,2,82.25,0.0,82.25,164.5,164.5,0.5,82.25,False,,176.39,2025,2024,51,2025-01-12,2025-01-18,RY2024-W51
INV101460,2025-08-22,SummitGear Jackets Congress,Jackets,Men,SummitGear,S006,East Outlet 6,East,53.088162,0.417446,2,97.19,0.0,97.19,194.38,194.38,0.45,87.47,False,,211.29,2025,2025,30,2025-08-17,2025-08-23,RY2025-W30
INV101461,2025-10-15,NorthPeak Shirts Anything,Shirts,Men,NorthPeak,S020,East Outlet 20,East,53.16545,0.733785,5,28.46,0.0,28.46,142.3,142.3,0.35,49.8,False,,155.58,2025,2025,38,2025-10-12,2025-10-18,RY2025-W38
INV101462,2024-11-27,RegattaX Trousers Us,Trousers,Unisex,RegattaX,S016,East Outlet 16,East,52.869356,0.972581,4,114.18,0.0,114.18,456.72,581.99,0.4,232.8,False,,543.77,2024,2024,44,2024-11-24,2024-11-30,RY2024-W44
INV101463,2025-12-09,NorthPeak Jackets Several,Jackets,Women,NorthPeak,S010,North Outlet 10,North,54.316189,-2.004592,2,195.59,0.0,195.59,391.18,454.29,0.45,204.43,False,,487.97,2025,2025,46,2025-12-07,2025-12-13,RY2025-W46
INV101464,2025-03-26,UrbanClimb Shirts Third,Shirts,Women,UrbanClimb,S019,East Outlet 19,East,52.995857,0.545018,6,48.34,0.0,48.34,290.04,290.04,0.4,116.02,False,,301.17,2025,2025,9,2025-03-23,2025-03-29,RY2025-W09
INV101465,2024-12-30,TrailPro Trousers Type,Trousers,Men,TrailPro,S008,West Outlet 8,West,51.96868,-3.074396,4,72.34,0.0,72.34,289.36,357.16,0.35,125.01,False,,341.54,2024,2024,49,2024-12-29,2025-01-04,RY2024-W49
INV101466,2024-12-06,RegattaX Jackets His,Jackets,Unisex,RegattaX,S012,South Outlet 12,South,50.876986,-0.226394,3,180.27,0.0,180.27,540.81,753.57,0.35,263.75,False,,713.41,2024,2024,45,2024-12-01,2024-12-07,RY2024-W45
INV101467,2024-07-30,RegattaX Jackets Race,Jackets,Men,RegattaX,S004,East Outlet 4,East,52.437484,1.36487,5,167.14,0.12252718880780743,146.66,835.7,733.3,0.27648368671531554,202.75,True,Bundle,787.25,2024,2024,27,2024-07-28,2024-08-03,RY2024-W27
